dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,jitter_0,jitter_1,jitter_2,jitter_3,jitter_4,jitter,single_trial_correlation,cell_id
Dataset 05,296,[-0.44 -0.66],"[[-0.04  0.03]
 [-0.02  0.02]]",[0.7  0.48],"[[0.06 0.05]
 [0.02 0.03]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.64 -0.61],[0.16 0.25],"[[-0.01  0.01]
 [-0.02 -0.02]]","[[0.03 0.12]
 [0.   0.01]]","[[-0.14 -0.02]
 [-0.04  0.07]]","[[-0.08  0.05]
 [-0.02  0.01]]","[[ 0.   -0.02]
 [-0.02  0.02]]",[-0.05  0.04],[0.05 0.05],[-0.02 -0.05],[-0.05 -0.05],[-0.01 -0.02],[0.04 0.04],0.49064052,LPE10885_2023_10_20_0_0324
Dataset 05,297,[-0.41 -0.65],"[[-0.06 -0.01]
 [-0.    0.03]]",[0.71 0.48],"[[0.06 0.09]
 [0.06 0.06]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.97],[ 0.59 -0.59],[0.31 0.27],"[[ 0.    0.03]
 [-0.04 -0.  ]]","[[-0.05  0.12]
 [-0.11  0.15]]","[[-0.15 -0.16]
 [ 0.06 -0.  ]]","[[-0.09  0.  ]
 [ 0.06  0.  ]]","[[ 0.01 -0.02]
 [ 0.01 -0.01]]",[0.05 0.02],[-0.05 -0.03],[-0.05 -0.05],[-0.05 -0.05],[-0.02 -0.05],[0.04 0.03],0.23592304,LPE10885_2023_10_20_0_0325
Dataset 05,298,[-0.45 -0.66],"[[-0.02  0.06]
 [ 0.01 -0.02]]",[0.69 0.48],"[[0.06 0.06]
 [0.04 0.09]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.98],[ 0.61 -0.6 ],[0.14 0.25],"[[-0.05  0.02]
 [-0.05 -0.04]]","[[-0.07  0.03]
 [-0.01  0.07]]","[[-0.06  0.09]
 [ 0.06 -0.17]]","[[0.09 0.17]
 [0.02 0.06]]","[[0.   0.  ]
 [0.01 0.01]]",[-0.05 -0.05],[-0.05  0.05],[-0.05  0.04],[-0.03  0.02],[-0.05 -0.05],[0.01 0.05],0.31140018,LPE10885_2023_10_20_0_0326
Dataset 05,299,[-0.42 -0.64],"[[-0.    0.  ]
 [ 0.01 -0.03]]",[0.71 0.48],"[[0.09 0.03]
 [0.03 0.02]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.94],[ 0.57 -0.57],[0.32 0.28],"[[ 0.02 -0.01]
 [-0.04 -0.05]]","[[-0.09  0.07]
 [-0.01 -0.01]]","[[-0.1  -0.01]
 [ 0.05 -0.04]]","[[ 0.15 -0.02]
 [ 0.02 -0.02]]","[[ 0.   -0.  ]
 [ 0.04 -0.02]]",[-0.04  0.05],[-0.05  0.05],[-0.05 -0.04],[ 0.05 -0.05],[-0.02  0.05],[0.04 0.05],0.26296943,LPE10885_2023_10_20_0_0328
Dataset 05,300,[-0.4  -0.66],"[[ 0.04  0.03]
 [ 0.09 -0.02]]",[0.73 0.49],"[[0.08 0.06]
 [0.1  0.04]]",[-1. -1.],[-0.97 -0.95],[-1. -1.],[ 0.65 -0.62],[0.32 0.28],"[[ 0.03  0.03]
 [ 0.05 -0.07]]","[[ 0.1  -0.  ]
 [-0.05 -0.03]]","[[-0.07 -0.02]
 [ 0.23  0.04]]","[[ 0.16  0.15]
 [ 0.18 -0.05]]","[[-0.04 -0.01]
 [ 0.03  0.01]]",[0.05 0.05],[-0.05  0.05],[-0.05 -0.05],[-0.05 -0.05],[0.05 0.05],[0.05 0.05],0.12756707,LPE10885_2023_10_20_0_0329
Dataset 05,301,[-0.41 -0.64],"[[ 0.03  0.01]
 [-0.03 -0.04]]",[0.72 0.49],"[[0.14 0.04]
 [0.05 0.03]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.97],[ 0.6  -0.59],[0.32 0.28],"[[-0.02  0.01]
 [ 0.01 -0.04]]","[[-0.09  0.07]
 [-0.   -0.01]]","[[ 0.3   0.03]
 [-0.11 -0.08]]","[[-0.02 -0.05]
 [-0.04 -0.05]]","[[-0.01 -0.  ]
 [ 0.   -0.02]]",[-0.05 -0.02],[0.   0.05],[-0.05 -0.05],[-0.05  0.05],[ 0.05 -0.05],[0.04 0.05],0.32560396,LPE10885_2023_10_20_0_0330
Dataset 05,302,[-0.45 -0.65],"[[-0.02 -0.05]
 [-0.01  0.01]]",[0.68 0.48],"[[0.1  0.06]
 [0.02 0.06]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.97],[ 0.59 -0.58],[0.15 0.25],"[[-0.03 -0.01]
 [-0.04  0.03]]","[[ 0.03  0.01]
 [ 0.01 -0.05]]","[[-0.21 -0.09]
 [-0.01  0.11]]","[[ 0.08 -0.16]
 [-0.03  0.02]]","[[ 0.03 -0.01]
 [ 0.02 -0.03]]",[-0.01 -0.05],[-0.05 -0.05],[-0.03 -0.02],[-0.05 -0.05],[0.01 0.04],[0.02 0.03],0.14943507,LPE10885_2023_10_20_0_0331
Dataset 05,303,[-0.49 -0.66],"[[ 0.01 -0.01]
 [-0.05  0.05]]",[0.66 0.49],"[[0.03 0.03]
 [0.08 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.6  -0.59],[-0.04  0.26],"[[-0.04  0.01]
 [ 0.03  0.04]]","[[ 0.03 -0.06]
 [-0.12  0.06]]","[[ 0.04 -0.03]
 [-0.15  0.2 ]]","[[ 0.02  0.01]
 [-0.04  0.03]]","[[ 0.02  0.01]
 [ 0.06 -0.06]]",[-0.05  0.03],[ 0.05 -0.05],[-0.02 -0.05],[-0.05 -0.05],[0.05 0.03],[0.05 0.04],0.061333142,LPE10885_2023_10_20_0_0333
Dataset 05,304,[-0.47 -0.66],"[[-0.06 -0.03]
 [ 0.07 -0.  ]]",[0.67 0.48],"[[0.14 0.1 ]
 [0.11 0.11]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.98],[ 0.61 -0.59],[0.05 0.26],"[[-0.02  0.01]
 [ 0.02  0.03]]","[[0.06 0.1 ]
 [0.13 0.15]]","[[-0.05 -0.08]
 [ 0.24 -0.18]]","[[-0.32 -0.18]
 [-0.06 -0.03]]","[[0.03 0.  ]
 [0.01 0.03]]",[ 0.05 -0.04],[0.04 0.04],[-0.05 -0.05],[ 0.05 -0.05],[ 0.04 -0.01],[0.04 0.03],0.37705934,LPE10885_2023_10_20_0_0335
Dataset 05,305,[-0.44 -0.66],"[[-0.08 -0.07]
 [ 0.07 -0.  ]]",[0.7  0.48],"[[0.1  0.05]
 [0.07 0.09]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.64 -0.61],[0.16 0.25],"[[ 0.01 -0.02]
 [-0.01  0.01]]","[[-0.16 -0.11]
 [ 0.16 -0.07]]","[[-0.03 -0.05]
 [ 0.15  0.14]]","[[-0.23 -0.14]
 [ 0.07 -0.13]]","[[ 0.   -0.02]
 [-0.01  0.02]]",[-0.05  0.03],[-0.05  0.04],[ 0.01 -0.05],[ 0.05 -0.03],[-0. -0.],[0.04 0.03],0.48028785,LPE10885_2023_10_20_0_0338
Dataset 05,306,[-0.42 -0.64],"[[-0.01  0.03]
 [-0.06  0.02]]",[0.71 0.48],"[[0.09 0.07]
 [0.07 0.13]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.95],[ 0.56 -0.57],[0.32 0.28],"[[ 0.02 -0.02]
 [-0.02 -0.02]]","[[-0.15  0.14]
 [-0.18  0.19]]","[[ 0.11  0.1 ]
 [-0.07 -0.19]]","[[-0.05 -0.03]
 [-0.02  0.12]]","[[-0.   -0.02]
 [-0.01  0.  ]]",[ 0.05 -0.04],[-0.05  0.05],[-0.05 -0.05],[0.04 0.02],[0.05 0.03],[0.05 0.04],0.3356395,LPE10885_2023_10_20_0_0339
Dataset 05,307,[-0.5  -0.66],"[[-0.02 -0.04]
 [ 0.04 -0.02]]",[0.65 0.49],"[[0.03 0.12]
 [0.04 0.08]]",[-1. -1.],[-0.99 -0.98],[-1.   -0.99],[ 0.61 -0.6 ],[-0.11  0.27],"[[ 0.01  0.02]
 [-0.01  0.03]]","[[ 0.02  0.06]
 [ 0.09 -0.13]]","[[-0.03 -0.03]
 [ 0.07  0.06]]","[[-0.08 -0.27]
 [ 0.05 -0.13]]","[[-0.01 -0.  ]
 [-0.    0.04]]",[-0.05 -0.01],[0.05 0.05],[-0.02 -0.05],[ 0.05 -0.02],[-0.01  0.05],[0.04 0.04],0.2620767,LPE10885_2023_10_20_0_0340
Dataset 05,308,[-0.48 -0.65],"[[ 0.07 -0.01]
 [-0.05 -0.05]]",[0.66 0.48],"[[0.12 0.05]
 [0.1  0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.6  -0.59],[-0.    0.26],"[[-0.01 -0.02]
 [ 0.   -0.01]]","[[-0.06  0.08]
 [-0.05  0.05]]","[[ 0.18 -0.06]
 [-0.24 -0.19]]","[[ 0.25 -0.05]
 [ 0.04 -0.09]]","[[-0.    0.01]
 [ 0.01 -0.  ]]",[-0.05  0.05],[-0.05  0.05],[ 0.03 -0.05],[ 0.05 -0.05],[-0.05 -0.05],[0.05 0.05],0.5402819,LPE10885_2023_10_20_0_0342
Dataset 05,309,[-0.42 -0.64],"[[ 0.04  0.  ]
 [-0.04 -0.03]]",[0.71 0.48],"[[0.08 0.12]
 [0.06 0.03]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.95],[ 0.58 -0.57],[0.32 0.28],"[[-0.   -0.01]
 [ 0.02 -0.03]]","[[ 0.14 -0.11]
 [-0.16 -0.01]]","[[ 0.11 -0.07]
 [-0.04 -0.06]]","[[-0.07  0.22]
 [-0.02  0.02]]","[[-0.   -0.03]
 [-0.02 -0.05]]",[ 0.02 -0.05],[ 0.03 -0.  ],[-0.05 -0.05],[ 0.01 -0.05],[-0.05  0.03],[0.04 0.03],0.36405385,LPE10885_2023_10_20_0_0343
Dataset 05,310,[-0.4  -0.66],"[[ 0.    0.01]
 [ 0.03 -0.01]]",[0.73 0.49],"[[0.1  0.03]
 [0.05 0.04]]",[-1. -1.],[-0.98 -0.95],[-1. -1.],[ 0.66 -0.63],[0.32 0.28],"[[ 0.04 -0.02]
 [ 0.03 -0.01]]","[[-0.11  0.06]
 [ 0.05  0.01]]","[[-0.08  0.03]
 [-0.    0.04]]","[[ 0.16 -0.01]
 [ 0.12 -0.09]]","[[ 0.01 -0.01]
 [-0.04  0.01]]",[-0.05 -0.05],[-0.05  0.03],[-0.05 -0.05],[-0.05 -0.05],[-0.03  0.05],[0.01 0.05],0.21992992,LPE10885_2023_10_20_0_0344
Dataset 05,311,[-0.47 -0.64],"[[ 0.   -0.02]
 [-0.02  0.  ]]",[0.66 0.5 ],"[[0.06 0.11]
 [0.06 0.08]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.55],[0.12 0.31],"[[-0.01  0.02]
 [ 0.06 -0.04]]","[[ 0.12  0.12]
 [-0.07 -0.03]]","[[-0.03 -0.01]
 [-0.12  0.16]]","[[-0.06 -0.23]
 [ 0.01 -0.08]]","[[-0.01 -0.01]
 [ 0.02  0.  ]]",[0.05 0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[-0.05  0.05],[0.05 0.05],0.072754845,LPE10885_2023_10_20_0_0345
Dataset 05,312,[-0.41 -0.64],"[[-0.02  0.01]
 [ 0.03  0.02]]",[0.71 0.48],"[[0.08 0.17]
 [0.03 0.02]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.95],[ 0.59 -0.58],[0.32 0.28],"[[-0.06  0.04]
 [ 0.08  0.02]]","[[ 0.13 -0.21]
 [ 0.   -0.  ]]","[[-0.01 -0.06]
 [ 0.01  0.04]]","[[-0.09  0.31]
 [ 0.03  0.06]]","[[-0.05 -0.02]
 [ 0.    0.01]]",[ 0.05 -0.05],[ 0.05 -0.05],[-0.   -0.01],[ 0.05 -0.05],[ 0.05 -0.05],[0.02 0.02],0.11640374,LPE10885_2023_10_20_0_0346
Dataset 05,313,[-0.44 -0.67],"[[-0.05 -0.02]
 [-0.   -0.03]]",[0.7  0.48],"[[0.06 0.05]
 [0.04 0.07]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.66 -0.63],[0.14 0.25],"[[-0.05 -0.04]
 [ 0.03 -0.03]]","[[-0.01 -0.12]
 [ 0.03 -0.03]]","[[-0.02  0.03]
 [-0.07 -0.15]]","[[-0.17  0.02]
 [ 0.    0.05]]","[[ 0.01 -0.01]
 [ 0.    0.03]]",[-0.04  0.04],[0.05 0.05],[-0.05 -0.05],[0.03 0.05],[-0.05  0.02],[0.04 0.04],0.26141974,LPE10885_2023_10_20_0_0347
Dataset 05,314,[-0.4  -0.66],"[[-0.03  0.08]
 [-0.05  0.  ]]",[0.73 0.49],"[[0.03 0.1 ]
 [0.06 0.07]]",[-1. -1.],[-0.98 -0.95],[-1. -1.],[ 0.66 -0.63],[0.32 0.28],"[[-0.03  0.01]
 [ 0.03 -0.09]]","[[-0.07  0.05]
 [-0.04  0.05]]","[[-0.03  0.05]
 [-0.13  0.1 ]]","[[ 0.01  0.27]
 [-0.09 -0.08]]","[[-0.01 -0.  ]
 [ 0.    0.02]]",[0.05 0.05],[ 0.03 -0.03],[-0.03 -0.05],[-0.05  0.05],[-0.04  0.05],[0.04 0.05],0.44716677,LPE10885_2023_10_20_0_0348
Dataset 05,315,[-0.47 -0.64],"[[-0.02  0.01]
 [-0.02 -0.05]]",[0.66 0.5 ],"[[0.04 0.06]
 [0.08 0.08]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.55],[0.09 0.31],"[[ 0.01  0.06]
 [-0.02  0.01]]","[[-0.09 -0.09]
 [ 0.11 -0.14]]","[[ 0.01 -0.01]
 [-0.11 -0.15]]","[[-0.    0.1 ]
 [-0.09  0.05]]","[[-0.04 -0.02]
 [-0.01 -0.03]]",[-0.05 -0.05],[-0.02 -0.05],[-0.05 -0.05],[-0.05  0.  ],[-0.05  0.05],[0.01 0.04],0.108728565,LPE10885_2023_10_20_0_0350
Dataset 05,316,[-0.47 -0.66],"[[-0.    0.06]
 [ 0.06 -0.04]]",[0.67 0.49],"[[0.08 0.09]
 [0.07 0.07]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.63 -0.61],[-0.01  0.26],"[[ 0.02  0.01]
 [ 0.01 -0.  ]]","[[-0.04  0.21]
 [ 0.08 -0.15]]","[[0.12 0.03]
 [0.19 0.  ]]","[[-0.12  0.09]
 [ 0.   -0.1 ]]","[[ 0.01 -0.04]
 [ 0.    0.04]]",[-0.05 -0.05],[-0.01 -0.05],[ 0.03 -0.02],[ 0.05 -0.05],[-0.05  0.05],[0.04 0.04],0.23919334,LPE10885_2023_10_20_0_0352
Dataset 05,317,[-0.4  -0.66],"[[-0.01 -0.  ]
 [-0.01  0.02]]",[0.73 0.49],"[[0.11 0.06]
 [0.06 0.04]]",[-1. -1.],[-0.97 -0.95],[-1. -1.],[ 0.65 -0.62],[0.32 0.28],"[[-0.   -0.02]
 [-0.04 -0.04]]","[[-0.14 -0.07]
 [-0.01  0.08]]","[[-0.1  -0.03]
 [-0.09  0.06]]","[[0.18 0.11]
 [0.09 0.02]]","[[-0.   -0.  ]
 [ 0.03 -0.01]]",[0.05 0.05],[0.01 0.05],[ 0.02 -0.05],[ 0.05 -0.05],[-0.05 -0.05],[0.04 0.05],0.28512454,LPE10885_2023_10_20_0_0353
Dataset 05,318,[-0.41 -0.64],"[[ 0.01 -0.01]
 [ 0.03  0.02]]",[0.71 0.48],"[[0.05 0.11]
 [0.06 0.03]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.95],[ 0.59 -0.58],[0.32 0.28],"[[-0.    0.02]
 [ 0.04 -0.02]]","[[ 0.1  -0.14]
 [-0.07  0.01]]","[[0.03 0.16]
 [0.1  0.07]]","[[-0.06 -0.11]
 [ 0.07  0.05]]","[[-0.02  0.01]
 [-0.   -0.  ]]",[0.05 0.02],[-0.05 -0.04],[-0.05 -0.  ],[-0.05  0.05],[ 0.02 -0.01],[0.05 0.03],0.42914632,LPE10885_2023_10_20_0_0355
Dataset 05,319,[-0.42 -0.64],"[[-0.09 -0.06]
 [ 0.05 -0.  ]]",[0.71 0.48],"[[0.12 0.05]
 [0.09 0.11]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.94],[ 0.57 -0.57],[0.32 0.28],"[[ 0.06 -0.04]
 [-0.06 -0.03]]","[[-0.08 -0.15]
 [ 0.17  0.2 ]]","[[-0.22 -0.06]
 [ 0.14 -0.12]]","[[-0.23 -0.06]
 [ 0.01 -0.05]]","[[ 0.01 -0.  ]
 [-0.03 -0.01]]",[ 0.05 -0.05],[-0.05  0.01],[-0.05 -0.05],[ 0.02 -0.05],[ 0.05 -0.01],[0.05 0.03],0.17424874,LPE10885_2023_10_20_0_0356
Dataset 05,320,[-0.47 -0.64],"[[-0.    0.  ]
 [ 0.02  0.02]]",[0.66 0.51],"[[0.08 0.06]
 [0.04 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.56],[0.07 0.31],"[[ 0.02 -0.05]
 [ 0.04 -0.07]]","[[ 0.1   0.04]
 [-0.   -0.04]]","[[-0.13  0.1 ]
 [ 0.08  0.19]]","[[-0.03 -0.07]
 [-0.03  0.01]]","[[ 0.03 -0.01]
 [ 0.    0.03]]",[-0.05 -0.05],[-0.01  0.05],[-0.02 -0.05],[-0.05  0.05],[ 0.05 -0.03],[0.04 0.05],0.14394346,LPE10885_2023_10_20_0_0357
Dataset 05,321,[-0.45 -0.65],"[[0.11 0.04]
 [0.02 0.  ]]",[0.68 0.49],"[[0.12 0.1 ]
 [0.1  0.06]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.56 -0.57],[0.18 0.29],"[[-0.04  0.  ]
 [ 0.01  0.02]]","[[ 0.24  0.13]
 [-0.01 -0.08]]","[[ 0.1  -0.1 ]
 [-0.07 -0.03]]","[[0.24 0.16]
 [0.21 0.1 ]]","[[-0.01  0.03]
 [-0.03  0.01]]",[-0.05 -0.04],[-0.05  0.04],[0.05 0.05],[ 0.05 -0.05],[-0.05  0.03],[0.05 0.04],0.38515466,LPE10885_2023_10_20_0_0358
Dataset 05,322,[-0.41 -0.64],"[[-0.04  0.06]
 [-0.   -0.04]]",[0.71 0.48],"[[0.13 0.06]
 [0.06 0.04]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.95],[ 0.6  -0.59],[0.32 0.28],"[[ 0.02  0.02]
 [-0.05 -0.  ]]","[[-0.06  0.13]
 [ 0.1  -0.07]]","[[ 0.13  0.11]
 [-0.02 -0.11]]","[[-0.26  0.07]
 [-0.06 -0.03]]","[[-0.03 -0.03]
 [ 0.    0.  ]]",[0.05 0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.03],[-0.05  0.05],[0.05 0.05],0.32993606,LPE10885_2023_10_20_0_0359
Dataset 05,323,[-0.43 -0.67],"[[ 0.06  0.  ]
 [-0.01  0.01]]",[0.71 0.48],"[[0.08 0.06]
 [0.07 0.11]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.66 -0.63],[0.19 0.25],"[[ 0.   -0.05]
 [-0.01 -0.03]]","[[ 0.11 -0.07]
 [-0.03 -0.05]]","[[ 0.05  0.09]
 [-0.13 -0.09]]","[[0.19 0.04]
 [0.04 0.23]]","[[-0.05 -0.  ]
 [ 0.06 -0.02]]",[ 0.05 -0.05],[-0.05 -0.05],[ 0.04 -0.05],[ 0.04 -0.05],[-0.05  0.04],[0.05 0.04],0.2696634,LPE10885_2023_10_20_0_0360
Dataset 05,324,[-0.45 -0.67],"[[ 0.06  0.11]
 [-0.09  0.05]]",[0.69 0.48],"[[0.11 0.22]
 [0.12 0.07]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.65 -0.62],[0.1  0.25],"[[ 0.11  0.53]
 [-0.02 -0.05]]","[[ 0.25  0.11]
 [-0.24  0.16]]","[[-0.03  0.03]
 [-0.22  0.06]]","[[-0.04 -0.12]
 [ 0.05  0.03]]","[[ 0.02 -0.01]
 [-0.01  0.03]]",[0.05 0.05],[0.05 0.  ],[-0.05 -0.05],[-0.02  0.05],[-0.05  0.03],[0.05 0.04],0.3080158,LPE10885_2023_10_20_0_0361
Dataset 05,325,[-0.43 -0.67],"[[-0.04  0.07]
 [ 0.03  0.01]]",[0.7  0.48],"[[0.05 0.09]
 [0.05 0.05]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.65 -0.62],[0.17 0.25],"[[ 0.03 -0.06]
 [-0.01 -0.03]]","[[-0.06  0.07]
 [ 0.13 -0.04]]","[[-0.06  0.2 ]
 [ 0.03  0.06]]","[[-0.11  0.14]
 [ 0.04  0.09]]","[[-0.    0.02]
 [-0.01 -0.02]]",[ 0.05 -0.03],[-0.05 -0.03],[ 0.02 -0.05],[ 0.05 -0.02],[0.05 0.03],[0.04 0.03],0.20948091,LPE10885_2023_10_20_0_0362
Dataset 05,326,[-0.43 -0.64],"[[0.04 0.  ]
 [0.   0.03]]",[0.7  0.49],"[[0.13 0.15]
 [0.01 0.08]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.97],[ 0.56 -0.56],[0.28 0.27],"[[-0.   -0.  ]
 [ 0.02  0.01]]","[[-0.12 -0.06]
 [ 0.    0.15]]","[[ 0.03 -0.2 ]
 [ 0.01 -0.05]]","[[ 0.27  0.27]
 [-0.01  0.1 ]]","[[ 0.01 -0.  ]
 [-0.   -0.03]]",[ 0.05 -0.05],[ 0.01 -0.02],[-0.05 -0.05],[-0.05  0.  ],[-0.05  0.03],[0.04 0.03],0.34482494,LPE10885_2023_10_20_0_0363
Dataset 05,327,[-0.42 -0.65],"[[ 0.03  0.03]
 [-0.06  0.03]]",[0.71 0.48],"[[0.07 0.14]
 [0.08 0.02]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.97],[ 0.6  -0.59],[0.26 0.27],"[[-0.02  0.01]
 [ 0.01  0.01]]","[[ 0.11 -0.09]
 [-0.14  0.06]]","[[ 0.11 -0.04]
 [-0.16  0.04]]","[[-0.08  0.3 ]
 [-0.03 -0.  ]]","[[ 0.   -0.02]
 [ 0.04  0.03]]",[ 0.01 -0.05],[-0.05  0.05],[0.05 0.  ],[ 0.05 -0.05],[-0.03  0.05],[0.04 0.05],0.24239752,LPE10885_2023_10_20_0_0364
Dataset 05,328,[-0.46 -0.64],"[[ 0.12 -0.08]
 [-0.02  0.03]]",[0.67 0.5 ],"[[0.35 0.18]
 [0.13 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.14 0.3 ],"[[ 0.8  -0.37]
 [ 0.03 -0.07]]","[[-0.19 -0.13]
 [ 0.17  0.08]]","[[ 0.02 -0.07]
 [-0.06  0.06]]","[[-0.03  0.16]
 [-0.24  0.07]]","[[-0.    0.01]
 [-0.01 -0.  ]]",[ 0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[-0.05 -0.05],[0.05 0.  ],0.14103284,LPE10885_2023_10_20_0_0366
Dataset 05,329,[-0.48 -0.66],"[[ 0.06 -0.05]
 [-0.01  0.07]]",[0.67 0.49],"[[0.08 0.08]
 [0.05 0.05]]",[-1. -1.],[-0.99 -0.97],[-1. -1.],[ 0.64 -0.61],[-0.07  0.27],"[[-0.01 -0.03]
 [ 0.01 -0.01]]","[[ 0.08  0.04]
 [-0.03  0.12]]","[[ 0.   -0.02]
 [-0.04  0.12]]","[[ 0.22 -0.2 ]
 [-0.09  0.09]]","[[ 0.02 -0.02]
 [ 0.07  0.03]]",[-0.05 -0.04],[-0.05 -0.04],[-0.05 -0.05],[-0.05  0.01],[-0.03 -0.05],[0.01 0.02],0.21250653,LPE10885_2023_10_20_0_0367
Dataset 05,330,[-0.5  -0.66],"[[-0.02  0.08]
 [-0.02 -0.06]]",[0.65 0.49],"[[0.11 0.06]
 [0.02 0.05]]",[-1. -1.],[-0.99 -0.98],[-1.   -0.99],[ 0.62 -0.6 ],[-0.13  0.27],"[[-0.01  0.01]
 [-0.04 -0.01]]","[[ 0.16  0.1 ]
 [ 0.01 -0.1 ]]","[[-0.18  0.15]
 [-0.04 -0.11]]","[[-0.05  0.13]
 [-0.02 -0.08]]","[[-0.01  0.02]
 [-0.03  0.02]]",[-0.03  0.03],[-0.05 -0.05],[-0.05 -0.05],[ 0.03 -0.05],[-0.05 -0.05],[0.03 0.03],0.31292143,LPE10885_2023_10_20_0_0370
Dataset 05,331,[-0.41 -0.64],"[[ 0.05  0.02]
 [ 0.1  -0.01]]",[0.71 0.48],"[[0.06 0.09]
 [0.09 0.05]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.96],[ 0.58 -0.58],[0.32 0.28],"[[-0.04 -0.08]
 [-0.02  0.06]]","[[ 0.07 -0.03]
 [ 0.19 -0.05]]","[[ 0.08  0.02]
 [ 0.19 -0.08]]","[[ 0.14  0.19]
 [ 0.14 -0.  ]]","[[ 0.   -0.01]
 [-0.    0.01]]",[ 0.05 -0.  ],[-0.05 -0.01],[-0.05  0.05],[ 0.03 -0.04],[ 0.05 -0.04],[0.05 0.03],0.28650028,LPE10885_2023_10_20_0_0372
Dataset 05,332,[-0.42 -0.66],"[[-0.05  0.04]
 [ 0.01 -0.02]]",[0.71 0.48],"[[0.08 0.08]
 [0.07 0.05]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.64 -0.61],[0.22 0.26],"[[-0.   -0.03]
 [ 0.    0.01]]","[[-0.18  0.1 ]
 [ 0.14 -0.12]]","[[-0.1   0.15]
 [-0.06 -0.02]]","[[ 0.04 -0.05]
 [-0.04  0.04]]","[[ 0.01  0.01]
 [ 0.   -0.02]]",[ 0.03 -0.04],[-0.05 -0.05],[ 0.05 -0.05],[ 0.05 -0.05],[ 0.03 -0.05],[0.04 0.  ],0.5174558,LPE10885_2023_10_20_0_0374
Dataset 05,333,[-0.45 -0.65],"[[-0.03 -0.  ]
 [-0.01  0.06]]",[0.68 0.49],"[[0.04 0.14]
 [0.11 0.07]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.57 -0.57],[0.17 0.29],"[[ 0.01 -0.02]
 [-0.06 -0.  ]]","[[ 0.   -0.21]
 [ 0.21  0.18]]","[[-0.08 -0.03]
 [-0.07  0.04]]","[[-0.07  0.23]
 [-0.1   0.05]]","[[ 0.01  0.01]
 [-0.02 -0.  ]]",[-0.05  0.05],[-0.05  0.05],[-0.01 -0.04],[ 0.05 -0.05],[ 0.05 -0.05],[0.05 0.05],0.059871223,LPE10885_2023_10_20_0_0375
Dataset 05,334,[-0.44 -0.64],"[[0.01 0.11]
 [0.02 0.03]]",[0.68 0.49],"[[0.08 0.09]
 [0.05 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.97],[ 0.55 -0.56],[0.22 0.28],"[[ 0.01  0.04]
 [ 0.05 -0.  ]]","[[-0.12  0.2 ]
 [-0.04 -0.1 ]]","[[0.14 0.06]
 [0.1  0.17]]","[[ 0.04  0.23]
 [-0.    0.03]]","[[-0.02  0.02]
 [-0.02  0.03]]",[0.05 0.05],[ 0.   -0.01],[-0.05 -0.05],[ 0.03 -0.05],[0.02 0.05],[0.04 0.05],0.16076675,LPE10885_2023_10_20_0_0376
